date,article_id,quantity
2024-03-04,13,215
2024-03-04,14,235
2024-03-04,15,396
2024-03-04,16,68
2024-03-04,17,114
2024-03-04,18,124
2024-03-04,20,143
2024-03-04,12,100
2024-03-04,19,206
2024-03-04,8,243
2024-03-05,1,1
2024-03-05,2,262
2024-03-05,3,128
2024-03-05,4,77
2024-03-05,5,221
2024-03-05,6,123
2024-03-05,7,107
2024-03-05,9,194
2024-03-05,10,229
2024-03-05,11,109
2024-03-05,13,457
2024-03-05,14,75
2024-03-05,15,231
2024-03-05,16,142
2024-03-05,17,30
2024-03-05,18,32
2024-03-05,20,121
2024-03-05,12,76
2024-03-05,19,246
2024-03-05,8,153
2024-03-06,1,199
2024-03-06,2,110
2024-03-06,3,61
2024-03-06,4,178
2024-03-06,5,180
2024-03-06,6,103
2024-03-06,7,117
2024-03-06,9,214
2024-03-06,10,168
2024-03-06,11,463
2024-03-06,13,341
2024-03-06,14,243
2024-03-06,15,201
2024-03-06,16,110
2024-03-06,17,232
2024-03-06,18,164
2024-03-06,20,166
2024-03-06,12,132
2024-03-06,19,175
2024-03-06,8,65
2024-03-07,1,61
2024-03-07,2,169
2024-03-07,3,10
2024-03-07,4,53
2024-03-07,5,330
2024-03-07,6,101
2024-03-07,7,28
2024-03-07,9,142
2024-03-07,10,152
2024-03-07,11,153
2024-03-07,13,0
2024-03-07,14,87
2024-03-07,15,374
2024-03-07,16,51
2024-03-07,17,162
2024-03-07,18,137
2024-03-07,20,181
2024-03-07,12,170
2024-03-07,19,353
2024-03-07,8,135
2024-03-08,1,69
2024-03-08,2,159
2024-03-08,3,89
2024-03-08,4,0
2024-03-08,5,70
2024-03-08,6,224
2024-03-08,7,78
2024-03-08,9,165
2024-03-08,10,0
2024-03-08,11,117
2024-03-08,13,112
2024-03-08,14,153
2024-03-08,15,80
2024-03-08,16,108
2024-03-08,17,0
2024-03-08,18,136
2024-03-08,20,71
2024-03-08,12,195
2024-03-08,19,0
2024-03-08,8,213
2024-03-09,1,43
2024-03-09,2,209
2024-03-09,3,247
2024-03-09,4,70
2024-03-09,5,40
2024-03-09,6,214
2024-03-09,7,10
2024-03-09,9,0
2024-03-09,10,202
2024-03-09,11,78
2024-03-09,13,163
2024-03-09,14,131
2024-03-09,15,23
2024-03-09,16,220
2024-03-09,17,198
2024-03-09,18,76
2024-03-09,20,172
2024-03-09,12,115
2024-03-09,19,221
2024-03-09,8,236
2024-03-10,1,204
2024-03-10,2,130
2024-03-10,3,132
2024-03-10,4,0
2024-03-10,5,107
2024-03-10,6,194
2024-03-10,7,51
2024-03-10,9,98
2024-03-10,10,281
2024-03-10,11,122
2024-03-10,13,6
2024-03-10,14,103
2024-03-10,15,141
2024-03-10,16,131
2024-03-10,17,160
2024-03-10,18,37
2024-03-10,20,107
2024-03-10,12,268
2024-03-10,19,25
2024-03-10,8,401
2024-03-11,1,0
2024-03-11,2,88
2024-03-11,3,115
2024-03-11,4,365
2024-03-11,5,163
2024-03-11,6,118
2024-03-11,7,115
2024-03-11,9,103
2024-03-11,10,359
2024-03-11,11,361
2024-03-11,13,193
2024-03-11,14,10
2024-03-11,15,178
2024-03-11,16,263
2024-03-11,17,207
2024-03-11,18,211
2024-03-11,20,95
2024-03-11,12,83
2024-03-11,19,149
2024-03-11,8,137
2024-03-12,1,70
2024-03-12,2,209
2024-03-12,3,222
2024-03-12,4,41
2024-03-12,5,0
2024-03-12,6,22
2024-03-12,7,72
2024-03-12,9,7
2024-03-12,10,219
2024-03-12,11,190
2024-03-12,13,0
2024-03-12,14,173
2024-03-12,15,105
2024-03-12,16,249
2024-03-12,17,57
2024-03-12,18,164
2024-03-12,20,145
2024-03-12,12,0
2024-03-12,19,0
2024-03-12,8,27
2024-03-13,1,348
2024-03-13,2,111
2024-03-13,3,192
2024-03-13,4,49
2024-03-13,5,91
2024-03-13,6,161
2024-03-13,7,147
2024-03-13,9,206
2024-03-13,10,40
2024-03-13,11,81
2024-03-13,13,133
2024-03-13,14,0
2024-03-13,15,153
2024-03-13,16,234
2024-03-13,17,253
2024-03-13,18,170
2024-03-13,20,73
2024-03-13,12,53
2024-03-13,19,65
2024-03-13,8,60
2024-03-14,1,223
2024-03-14,2,167
2024-03-14,3,62
2024-03-14,4,0
2024-03-14,5,138
2024-03-14,6,145
2024-03-14,7,217
2024-03-14,9,157
2024-03-14,10,65
2024-03-14,11,111
2024-03-14,13,77
2024-03-14,14,269
2024-03-14,15,347
2024-03-14,16,97
2024-03-14,17,70
2024-03-14,18,54
2024-03-14,20,0
2024-03-14,12,121
2024-03-14,19,44
2024-03-14,8,69
2024-03-15,1,150
2024-03-15,2,73
2024-03-15,3,80
2024-03-15,4,0
2024-03-15,5,123
2024-03-15,6,83
2024-03-15,7,134
2024-03-15,9,96
2024-03-15,10,60
2024-03-15,11,237
2024-03-15,13,94
2024-03-15,14,256
2024-03-15,15,46
2024-03-15,16,54
2024-03-15,17,28
2024-03-15,18,130
2024-03-15,20,120
2024-03-15,12,207
2024-03-15,19,366
2024-03-15,8,156
2024-03-16,1,201
2024-03-16,2,127
2024-03-16,3,0
2024-03-16,4,64
2024-03-16,5,208
2024-03-16,6,88
2024-03-16,7,67
2024-03-16,9,139
2024-03-16,10,196
2024-03-16,11,222
2024-03-16,13,150
2024-03-16,14,134
2024-03-16,15,332
2024-03-16,16,33
2024-03-16,17,7
2024-03-16,18,172
2024-03-16,20,86
2024-03-16,12,201
2024-03-16,19,240
2024-03-16,8,47
2024-03-17,1,203
2024-03-17,2,49
2024-03-17,3,96
2024-03-17,4,166
2024-03-17,5,151
2024-03-17,6,92
2024-03-17,7,151
2024-03-17,9,0
2024-03-17,10,149
2024-03-17,11,148
2024-03-17,13,258
2024-03-17,14,0
2024-03-17,15,184
2024-03-17,16,250
2024-03-17,17,49
2024-03-17,18,230
2024-03-17,20,41
2024-03-17,12,318
2024-03-17,19,104
2024-03-17,8,116
2024-03-18,1,322
2024-03-18,2,68
2024-03-18,3,0
2024-03-18,4,200
2024-03-18,5,144
2024-03-18,6,150
2024-03-18,7,68
2024-03-18,9,160
2024-03-18,10,25
2024-03-18,11,62
2024-03-18,13,108
2024-03-18,14,171
2024-03-18,15,95
2024-03-18,16,207
2024-03-18,17,0
2024-03-18,18,85
2024-03-18,20,90
2024-03-18,12,108
2024-03-18,19,0
2024-03-18,8,218
2024-03-19,1,111
2024-03-19,2,23
2024-03-19,3,33
2024-03-19,4,0
2024-03-19,5,284
2024-03-19,6,187
2024-03-19,7,174
2024-03-19,9,137
2024-03-19,10,34
2024-03-19,11,200
2024-03-19,13,191
2024-03-19,14,168
2024-03-19,15,471
2024-03-19,16,205
2024-03-19,17,277
2024-03-19,18,245
2024-03-19,20,72
2024-03-19,12,155
2024-03-19,19,86
2024-03-19,8,165
2024-03-20,1,109
2024-03-20,2,316
2024-03-20,3,53
2024-03-20,4,165
2024-03-20,5,128
2024-03-20,6,142
2024-03-20,7,78
2024-03-20,9,90
2024-03-20,10,125
2024-03-20,11,61
2024-03-20,13,123
2024-03-20,14,81
2024-03-20,15,0
2024-03-20,16,82
2024-03-20,17,249
2024-03-20,18,19
2024-03-20,20,148
2024-03-20,12,65
2024-03-20,19,112
2024-03-20,8,49
2024-03-21,1,275
2024-03-21,2,261
2024-03-21,3,188
2024-03-21,4,220
2024-03-21,5,106
2024-03-21,6,74
2024-03-21,7,109
2024-03-21,9,95
2024-03-21,10,154
2024-03-21,11,194
2024-03-21,13,183
2024-03-21,14,287
2024-03-21,15,257
2024-03-21,16,180
2024-03-21,17,0
2024-03-21,18,55
2024-03-21,20,49
2024-03-21,12,65
2024-03-21,19,299
2024-03-21,8,91
2024-03-22,1,279
2024-03-22,2,37
2024-03-22,3,130
2024-03-22,4,7
2024-03-22,5,126
2024-03-22,6,489
2024-03-22,7,101
2024-03-22,9,64
2024-03-22,10,123
2024-03-22,11,0
2024-03-22,13,88
2024-03-22,14,53
2024-03-22,15,310
2024-03-22,16,78
2024-03-22,17,160
2024-03-22,18,141
2024-03-22,20,165
2024-03-22,12,361
2024-03-22,19,162
2024-03-22,8,94
2024-03-23,1,0
2024-03-23,2,56
2024-03-23,3,179
2024-03-23,4,271
2024-03-23,5,161
2024-03-23,6,61
2024-03-23,7,40
2024-03-23,9,135
2024-03-23,10,122
2024-03-23,11,72
2024-03-23,13,240
2024-03-23,14,82
2024-03-23,15,77
2024-03-23,16,60
2024-03-23,17,195
2024-03-23,18,197
2024-03-23,20,273
2024-03-23,12,151
2024-03-23,19,296
2024-03-23,8,363
2024-03-24,1,247
2024-03-24,2,239
2024-03-24,3,10
2024-03-24,4,40
2024-03-24,5,331
2024-03-24,6,117
2024-03-24,7,138
2024-03-24,9,30
2024-03-24,10,145
2024-03-24,11,276
2024-03-24,13,14
2024-03-24,14,80
2024-03-24,15,0
2024-03-24,16,331
2024-03-24,17,116
2024-03-24,18,268
2024-03-24,20,98
2024-03-24,12,91
2024-03-24,19,0
2024-03-24,8,262
2024-03-25,1,117
2024-03-25,2,166
2024-03-25,3,75
2024-03-25,4,138
2024-03-25,5,99
2024-03-25,6,50
2024-03-25,7,161
2024-03-25,9,231
2024-03-25,10,250
2024-03-25,11,156
2024-03-25,13,266
2024-03-25,14,67
2024-03-25,15,71
2024-03-25,16,247
2024-03-25,17,212
2024-03-25,18,102
2024-03-25,20,560
2024-03-25,12,285
2024-03-25,19,59
2024-03-25,8,0
2024-03-26,1,99
2024-03-26,2,250
2024-03-26,3,391
2024-03-26,4,17
2024-03-26,5,338
2024-03-26,6,101
2024-03-26,7,0
2024-03-26,9,355
2024-03-26,10,123
2024-03-26,11,268
2024-03-26,13,64
2024-03-26,14,192
2024-03-26,15,139
2024-03-26,16,0
2024-03-26,17,297
2024-03-26,18,300
2024-03-26,20,87
2024-03-26,12,90
2024-03-26,19,25
2024-03-26,8,196
2024-03-27,1,0
2024-03-27,2,84
2024-03-27,3,269
2024-03-27,4,410
2024-03-27,5,296
2024-03-27,6,222
2024-03-27,7,26
2024-03-27,9,145
2024-03-27,10,57
2024-03-27,11,111
2024-03-27,13,156
2024-03-27,14,224
2024-03-27,15,205
2024-03-27,16,136
2024-03-27,17,144
2024-03-27,18,118
2024-03-27,20,87
2024-03-27,12,26
2024-03-27,19,0
2024-03-27,8,250
2024-03-28,1,184
2024-03-28,2,81
2024-03-28,3,156
2024-03-28,4,0
2024-03-28,5,145
2024-03-28,6,306
2024-03-28,7,26
2024-03-28,9,305
2024-03-28,10,55
2024-03-28,11,123
2024-03-28,13,147
2024-03-28,14,60
2024-03-28,15,29
2024-03-28,16,267
2024-03-28,17,40
2024-03-28,18,86
2024-03-28,20,90
2024-03-28,12,22
2024-03-28,19,122
2024-03-28,8,121
2024-03-29,1,236
2024-03-29,2,258
2024-03-29,3,93
2024-03-29,4,104
2024-03-29,5,100
2024-03-29,6,85
2024-03-29,7,49
2024-03-29,9,130
2024-03-29,10,62
2024-03-29,11,186
2024-03-29,13,102
2024-03-29,14,103
2024-03-29,15,151
2024-03-29,16,24
2024-03-29,17,175
2024-03-29,18,44
2024-03-29,20,240
2024-03-29,12,222
2024-03-29,19,91
2024-03-29,8,173
2024-03-30,1,74
2024-03-30,2,150
2024-03-30,3,161
2024-03-30,4,2
2024-03-30,5,155
2024-03-30,6,114
2024-03-30,7,314
2024-03-30,9,123
2024-03-30,10,166
2024-03-30,11,353
2024-03-30,13,165
2024-03-30,14,53
2024-03-30,15,0
2024-03-30,16,185
2024-03-30,17,283
2024-03-30,18,319
2024-03-30,20,185
2024-03-30,12,0
2024-03-30,19,90
2024-03-30,8,35
2024-03-31,1,76
2024-03-31,2,176
2024-03-31,3,76
2024-03-31,4,0
2024-03-31,5,0
2024-03-31,6,71
2024-03-31,7,155
2024-03-31,9,210
2024-03-31,10,41
2024-03-31,11,68
2024-03-31,13,0
2024-03-31,14,58
2024-03-31,15,141
2024-03-31,16,77
2024-03-31,17,24
2024-03-31,18,64
2024-03-31,20,87
2024-03-31,12,207
2024-03-31,19,91
2024-03-31,8,114
2024-04-01,1,23
2024-04-01,2,50
2024-04-01,3,205
2024-04-01,4,157
2024-04-01,5,160
2024-04-01,6,93
2024-04-01,7,36
2024-04-01,9,349
2024-04-01,10,2
2024-04-01,11,236
2024-04-01,13,156
2024-04-01,14,127
2024-04-01,15,69
2024-04-01,16,475
2024-04-01,17,183
2024-04-01,18,146
2024-04-01,20,123
2024-04-01,12,44
2024-04-01,19,192
2024-04-01,8,118
2024-04-02,1,95
2024-04-02,2,20
2024-04-02,3,235
2024-04-02,4,184
2024-04-02,5,0
2024-04-02,6,257
2024-04-02,7,148
2024-04-02,9,92
2024-04-02,10,326
2024-04-02,11,113
2024-04-02,13,105
2024-04-02,14,41
2024-04-02,15,243
2024-04-02,16,188
2024-04-02,17,222
2024-04-02,18,168
2024-04-02,20,126
2024-04-02,12,74
2024-04-02,19,274
2024-04-02,8,119
2024-04-03,1,139
2024-04-03,2,17
2024-04-03,3,319
2024-04-03,4,156
2024-04-03,5,104
2024-04-03,6,244
2024-04-03,7,180
2024-04-03,9,12
2024-04-03,10,149
2024-04-03,11,74
2024-04-03,13,140
2024-04-03,14,156
2024-04-03,15,132
2024-04-03,16,122
2024-04-03,17,208
2024-04-03,18,182
2024-04-03,20,61
2024-04-03,12,210
2024-04-03,19,149
2024-04-03,8,152
2024-04-04,1,210
2024-04-04,2,190
2024-04-04,3,162
2024-04-04,4,57
2024-04-04,5,222
2024-04-04,6,290
2024-04-04,7,67
2024-04-04,9,72
2024-04-04,10,27
2024-04-04,11,187
2024-04-04,13,205
2024-04-04,14,328
2024-04-04,15,151
2024-04-04,16,0
2024-04-04,17,35
2024-04-04,18,73
2024-04-04,20,81
2024-04-04,12,220
2024-04-04,19,199
2024-04-04,8,211
2024-04-05,1,72
2024-04-05,2,175
2024-04-05,3,243
2024-04-05,4,312
2024-04-05,5,165
2024-04-05,6,88
2024-04-05,7,40
2024-04-05,9,59
2024-04-05,10,118
2024-04-05,11,154
2024-04-05,13,295
2024-04-05,14,161
2024-04-05,15,81
2024-04-05,16,144
2024-04-05,17,91
2024-04-05,18,77
2024-04-05,20,108
2024-04-05,12,89
2024-04-05,19,49
2024-04-05,8,234
2024-04-06,1,144
2024-04-06,2,28
2024-04-06,3,150
2024-04-06,4,176
2024-04-06,5,0
2024-04-06,6,18
2024-04-06,7,169
2024-04-06,9,283
2024-04-06,10,169
2024-04-06,11,98
2024-04-06,13,111
2024-04-06,14,73
2024-04-06,15,199
2024-04-06,16,0
2024-04-06,17,299
2024-04-06,18,254
2024-04-06,20,427
2024-04-06,12,241
2024-04-06,19,32
2024-04-06,8,104
2024-04-07,1,86
2024-04-07,2,160
2024-04-07,3,208
2024-04-07,4,242
2024-04-07,5,140
2024-04-07,6,460
2024-04-07,7,168
2024-04-07,9,116
2024-04-07,10,413
2024-04-07,11,7
2024-04-07,13,24
2024-04-07,14,0
2024-04-07,15,269
2024-04-07,16,93
2024-04-07,17,86
2024-04-07,18,99
2024-04-07,20,106
2024-04-07,12,276
2024-04-07,19,182
2024-04-07,8,79
2024-04-08,1,127
2024-04-08,2,70
2024-04-08,3,176
2024-04-08,4,41
2024-04-08,5,91
2024-04-08,6,268
2024-04-08,7,182
2024-04-08,9,126
2024-04-08,10,0
2024-04-08,11,38
2024-04-08,13,282
2024-04-08,14,86
2024-04-08,15,41
2024-04-08,16,45
2024-04-08,17,172
2024-04-08,18,59
2024-04-08,20,281
2024-04-08,12,144
2024-04-08,19,235
2024-04-08,8,127
2024-04-09,1,23
2024-04-09,2,122
2024-04-09,3,2
2024-04-09,4,169
2024-04-09,5,61
2024-04-09,6,74
2024-04-09,7,160
2024-04-09,9,36
2024-04-09,10,241
2024-04-09,11,93
2024-04-09,13,33
2024-04-09,14,164
2024-04-09,15,212
2024-04-09,16,223
2024-04-09,17,98
2024-04-09,18,86
2024-04-09,20,91
2024-04-09,12,162
2024-04-09,19,249
2024-04-09,8,162
2024-04-10,1,214
2024-04-10,2,83
2024-04-10,3,217
2024-04-10,4,0
2024-04-10,5,164
2024-04-10,6,10
2024-04-10,7,303
2024-04-10,9,200
2024-04-10,10,0
2024-04-10,11,76
2024-04-10,13,133
2024-04-10,14,309
2024-04-10,15,173
2024-04-10,16,81
2024-04-10,17,137
2024-04-10,18,90
2024-04-10,20,36
2024-04-10,12,110
2024-04-10,19,197
2024-04-10,8,212
2024-04-11,1,0
2024-04-11,2,175
2024-04-11,3,125
2024-04-11,4,65
2024-04-11,5,292
2024-04-11,6,149
2024-04-11,7,129
2024-04-11,9,95
2024-04-11,10,132
2024-04-11,11,346
2024-04-11,13,50
2024-04-11,14,72
2024-04-11,15,160
2024-04-11,16,337
2024-04-11,17,80
2024-04-11,18,12
2024-04-11,20,128
2024-04-11,12,396
2024-04-11,19,135
2024-04-11,8,0
2024-04-12,1,152
2024-04-12,2,98
2024-04-12,3,271
2024-04-12,4,58
2024-04-12,5,71
2024-04-12,6,37
2024-04-12,7,269
2024-04-12,9,55
2024-04-12,10,188
2024-04-12,11,340
2024-04-12,13,145
2024-04-12,14,223
2024-04-12,15,39
2024-04-12,16,190
2024-04-12,17,177
2024-04-12,18,71
2024-04-12,20,117
2024-04-12,12,92
2024-04-12,19,26
2024-04-12,8,67
2024-04-13,1,201
2024-04-13,2,130
2024-04-13,3,138
2024-04-13,4,138
2024-04-13,5,153
2024-04-13,6,32
2024-04-13,7,25
2024-04-13,9,81
2024-04-13,10,0
2024-04-13,11,60
2024-04-13,13,162
2024-04-13,14,0
2024-04-13,15,184
2024-04-13,16,153
2024-04-13,17,235
2024-04-13,18,228
2024-04-13,20,220
2024-04-13,12,0
2024-04-13,19,193
2024-04-13,8,158
2024-04-14,1,197
2024-04-14,2,199
2024-04-14,3,188
2024-04-14,4,148
2024-04-14,5,145
2024-04-14,6,162
2024-04-14,7,77
2024-04-14,9,16
2024-04-14,10,60
2024-04-14,11,59
2024-04-14,13,0
2024-04-14,14,317
2024-04-14,15,376
2024-04-14,16,407
2024-04-14,17,105
2024-04-14,18,239
2024-04-14,20,126
2024-04-14,12,156
2024-04-14,19,0
2024-04-14,8,102
2024-04-15,1,67
2024-04-15,2,233
2024-04-15,3,83
2024-04-15,4,95
2024-04-15,5,257
2024-04-15,6,230
2024-04-15,7,178
2024-04-15,9,30
2024-04-15,10,214
2024-04-15,11,0
2024-04-15,13,305
2024-04-15,14,106
2024-04-15,15,90
2024-04-15,16,234
2024-04-15,17,87
2024-04-15,18,61
2024-04-15,20,46
2024-04-15,12,92
2024-04-15,19,186
2024-04-15,8,133
2024-04-16,1,81
2024-04-16,2,63
2024-04-16,3,211
2024-04-16,4,293
2024-04-16,5,51
2024-04-16,6,106
2024-04-16,7,200
2024-04-16,9,197
2024-04-16,10,0
2024-04-16,11,258
2024-04-16,13,305
2024-04-16,14,91
2024-04-16,15,93
2024-04-16,16,77
2024-04-16,17,177
2024-04-16,18,166
2024-04-16,20,170
2024-04-16,12,143
2024-04-16,19,115
2024-04-16,8,122
2024-04-17,1,0
2024-04-17,2,101
2024-04-17,3,178
2024-04-17,4,90
2024-04-17,5,72
2024-04-17,6,291
2024-04-17,7,173
2024-04-17,9,111
2024-04-17,10,333
2024-04-17,11,96
2024-04-17,13,313
2024-04-17,14,131
2024-04-17,15,19
2024-04-17,16,336
2024-04-17,17,177
2024-04-17,18,79
2024-04-17,20,229
2024-04-17,12,194
2024-04-17,19,45
2024-04-17,8,215
2024-04-18,1,315
2024-04-18,2,323
2024-04-18,3,111
2024-04-18,4,90
2024-04-18,5,84
2024-04-18,6,34
2024-04-18,7,181
2024-04-18,9,69
2024-04-18,10,189
2024-04-18,11,199
2024-04-18,13,221
2024-04-18,14,203
2024-04-18,15,106
2024-04-18,16,180
2024-04-18,17,227
2024-04-18,18,200
2024-04-18,20,174
2024-04-18,12,187
2024-04-18,19,279
2024-04-18,8,14
2024-04-19,1,105
2024-04-19,2,7
2024-04-19,3,31
2024-04-19,4,152
2024-04-19,5,260
2024-04-19,6,139
2024-04-19,7,134
2024-04-19,9,129
2024-04-19,10,204
2024-04-19,11,193
2024-04-19,13,0
2024-04-19,14,327
2024-04-19,15,200
2024-04-19,16,161
2024-04-19,17,45
2024-04-19,18,0
2024-04-19,20,96
2024-04-19,12,127
2024-04-19,19,156
2024-04-19,8,102
2024-04-20,1,118
2024-04-20,2,48
2024-04-20,3,0
2024-04-20,4,223
2024-04-20,5,115
2024-04-20,6,47
2024-04-20,7,123
2024-04-20,9,156
2024-04-20,10,31
2024-04-20,11,343
2024-04-20,13,155
2024-04-20,14,222
2024-04-20,15,58
2024-04-20,16,64
2024-04-20,17,259
2024-04-20,18,95
2024-04-20,20,120
2024-04-20,12,7
2024-04-20,19,106
2024-04-20,8,115
2024-04-21,1,316
2024-04-21,2,104
2024-04-21,3,179
2024-04-21,4,40
2024-04-21,5,148
2024-04-21,6,33
2024-04-21,7,74
2024-04-21,9,193
2024-04-21,10,174
2024-04-21,11,157
2024-04-21,13,188
2024-04-21,14,105
2024-04-21,15,343
2024-04-21,16,369
2024-04-21,17,207
2024-04-21,18,85
2024-04-21,20,73
2024-04-21,12,214
2024-04-21,19,370
2024-04-21,8,208
2024-04-22,1,41
2024-04-22,2,141
2024-04-22,3,80
2024-04-22,4,331
2024-04-22,5,96
2024-04-22,6,244
2024-04-22,7,232
2024-04-22,9,166
2024-04-22,10,103
2024-04-22,11,279
2024-04-22,13,81
2024-04-22,14,119
2024-04-22,15,0
2024-04-22,16,146
2024-04-22,17,0
2024-04-22,18,144
2024-04-22,20,55
2024-04-22,12,7
2024-04-22,19,81
2024-04-22,8,186
2024-04-23,1,66
2024-04-23,2,300
2024-04-23,3,81
2024-04-23,4,182
2024-04-23,5,102
2024-04-23,6,206
2024-04-23,7,117
2024-04-23,9,311
2024-04-23,10,242
2024-04-23,11,67
2024-04-23,13,66
2024-04-23,14,318
2024-04-23,15,141
2024-04-23,16,131
2024-04-23,17,75
2024-04-23,18,150
2024-04-23,20,74
2024-04-23,12,79
2024-04-23,19,197
2024-04-23,8,307
2024-04-24,1,179
2024-04-24,2,42
2024-04-24,3,90
2024-04-24,4,175
2024-04-24,5,160
2024-04-24,6,19
2024-04-24,7,248
2024-04-24,9,174
2024-04-24,10,49
2024-04-24,11,161
2024-04-24,13,227
2024-04-24,14,60
2024-04-24,15,144
2024-04-24,16,367
2024-04-24,17,128
2024-04-24,18,134
2024-04-24,20,118
2024-04-24,12,244
2024-04-24,19,59
2024-04-24,8,85
2024-04-25,1,175
2024-04-25,2,208
2024-04-25,3,400
2024-04-25,4,102
2024-04-25,5,83
2024-04-25,6,179
2024-04-25,7,96
2024-04-25,9,225
2024-04-25,10,234
2024-04-25,11,135
2024-04-25,13,405
2024-04-25,14,146
2024-04-25,15,6
2024-04-25,16,177
2024-04-25,17,84
2024-04-25,18,235
2024-04-25,20,230
2024-04-25,12,69
2024-04-25,19,228
2024-04-25,8,170
2024-04-26,1,204
2024-04-26,2,183
2024-04-26,3,136
2024-04-26,4,214
2024-04-26,5,70
2024-04-26,6,50
2024-04-26,7,84
2024-04-26,9,183
2024-04-26,10,235
2024-04-26,11,303
2024-04-26,13,167
2024-04-26,14,28
2024-04-26,15,0
2024-04-26,16,112
2024-04-26,17,94
2024-04-26,18,84
2024-04-26,20,70
2024-04-26,12,0
2024-04-26,19,163
2024-04-26,8,22
2024-04-27,1,16
2024-04-27,2,230
2024-04-27,3,133
2024-04-27,4,101
2024-04-27,5,85
2024-04-27,6,466
2024-04-27,7,331
2024-04-27,9,27
2024-04-27,10,71
2024-04-27,11,200
2024-04-27,13,279
2024-04-27,14,146
2024-04-27,15,169
2024-04-27,16,52
2024-04-27,17,199
2024-04-27,18,138
2024-04-27,20,41
2024-04-27,12,63
2024-04-27,19,92
2024-04-27,8,55
2024-04-28,1,285
2024-04-28,2,142
2024-04-28,3,105
2024-04-28,4,23
2024-04-28,5,63
2024-04-28,6,324
2024-04-28,7,88
2024-04-28,9,15
2024-04-28,10,175
2024-04-28,11,92
2024-04-28,13,104
2024-04-28,14,237
2024-04-28,15,156
2024-04-28,16,103
2024-04-28,17,121
2024-04-28,18,250
2024-04-28,20,36
2024-04-28,12,167
2024-04-28,19,234
2024-04-28,8,255
2024-04-29,1,145
2024-04-29,2,127
2024-04-29,3,47
2024-04-29,4,164
2024-04-29,5,7
2024-04-29,6,296
2024-04-29,7,66
2024-04-29,9,260
2024-04-29,10,83
2024-04-29,11,236
2024-04-29,13,210
2024-04-29,14,145
2024-04-29,15,280
2024-04-29,16,99
2024-04-29,17,96
2024-04-29,18,254
2024-04-29,20,41
2024-04-29,12,128
2024-04-29,19,46
2024-04-29,8,0
2024-04-30,1,0
2024-04-30,2,349
2024-04-30,3,237
2024-04-30,4,116
2024-04-30,5,290
2024-04-30,6,29
2024-04-30,7,167
2024-04-30,9,257
2024-04-30,10,48
2024-04-30,11,131
2024-04-30,13,147
2024-04-30,14,177
2024-04-30,15,215
2024-04-30,16,126
2024-04-30,17,384
2024-04-30,18,10
2024-04-30,20,61
2024-04-30,12,98
2024-04-30,19,158
2024-04-30,8,338
2024-05-01,1,181
2024-05-01,2,247
2024-05-01,3,71
2024-05-01,4,205
2024-05-01,5,79
2024-05-01,6,77
2024-05-01,7,34
2024-05-01,9,443
2024-05-01,10,68
2024-05-01,11,205
2024-05-01,13,0
2024-05-01,14,20
2024-05-01,15,147
2024-05-01,16,78
2024-05-01,17,130
2024-05-01,18,78
2024-05-01,20,293
2024-05-01,12,5
2024-05-01,19,139
2024-05-01,8,208
2024-05-02,1,50
2024-05-02,2,80
2024-05-02,3,84
2024-05-02,4,5
2024-05-02,5,212
2024-05-02,6,337
2024-05-02,7,17
2024-05-02,9,30
2024-05-02,10,10
2024-05-02,11,70
2024-05-02,13,54
2024-05-02,14,197
2024-05-02,15,44
2024-05-02,16,76
2024-05-02,17,25
2024-05-02,18,93
2024-05-02,20,204
2024-05-02,12,221
2024-05-02,19,132
2024-05-02,8,79
2024-05-03,1,283
2024-05-03,2,112
2024-05-03,3,161
2024-05-03,4,247
2024-05-03,5,288
2024-05-03,6,245
2024-05-03,7,221
2024-05-03,9,323
2024-05-03,10,162
2024-05-03,11,63
2024-05-03,13,0
2024-05-03,14,223
2024-05-03,15,100
2024-05-03,16,14
2024-05-03,17,186
2024-05-03,18,111
2024-05-03,20,273
2024-05-03,12,86
2024-05-03,19,251
2024-05-03,8,69
2024-05-04,1,15
2024-05-04,2,96
2024-05-04,3,132
2024-05-04,4,201
2024-05-04,5,115
2024-05-04,6,1
2024-05-04,7,198
2024-05-04,9,57
2024-05-04,10,122
2024-05-04,11,138
2024-05-04,13,88
2024-05-04,14,194
2024-05-04,15,102
2024-05-04,16,159
2024-05-04,17,159
2024-05-04,18,2
2024-05-04,20,130
2024-05-04,12,100
2024-05-04,19,180
2024-05-04,8,79
2024-05-05,1,47
2024-05-05,2,121
2024-05-05,3,39
2024-05-05,4,94
2024-05-05,5,180
2024-05-05,6,66
2024-05-05,7,123
2024-05-05,9,34
2024-05-05,10,14
2024-05-05,11,35
2024-05-05,13,77
2024-05-05,14,277
2024-05-05,15,236
2024-05-05,16,0
2024-05-05,17,152
2024-05-05,18,0
2024-05-05,20,103
2024-05-05,12,361
2024-05-05,19,36
2024-05-05,8,153
2024-05-06,1,227
2024-05-06,2,6
2024-05-06,3,265
2024-05-06,4,179
2024-05-06,5,92
2024-05-06,6,166
2024-05-06,7,103
2024-05-06,9,0
2024-05-06,10,0
2024-05-06,11,54
2024-05-06,13,0
2024-05-06,14,359
2024-05-06,15,0
2024-05-06,16,148
2024-05-06,17,0
2024-05-06,18,301
2024-05-06,20,163
2024-05-06,12,18
2024-05-06,19,95
2024-05-06,8,125
2024-05-07,1,181
